id_transaccion,fecha_gasto,concepto,proveedor,monto_usd,metodo_pago,estado_pago,concepto_clean,proveedor_clean,monto_usd_clean,fecha_gasto_clean,metodo_pago_clean,estado_pago_clean,z_score_robusto,monto_usd_final,anio_mes,cluster_gasto,categoria_gasto_ml,anomalia_iforest,es_anomalia_ml
TXN-2026-0043,2026-03-17,Compra Sensores LoRaWAN AgroTech,Agropecuaria y Mascotas Mutatá,464.29,Transferencia Bancaria,Aprobado,Compra Sensores Lorawan Agrotech,Agropecuaria Y Mascotas Mutatá,464.29,2026-03-17,Transferencia Bancaria,APROBADO,-0.41774991967244435,464.29,2026-03,0,Perfil_1,1,NORMAL
TXN-2026-0200,2026-05-27,Honorarios Consultoría Quant,PetShop Supply Co.,59.2,Efectivo,Pendiente,Honorarios Consultoría Quant,Petshop Supply Co.,59.2,2026-05-27,Efectivo,PENDIENTE,-1.325908742040753,59.2,2026-05,0,Perfil_1,1,NORMAL
TXN-2026-0155,2026-05-08,Servicios de Nube AWS,MercadoLibre Colombia,301.7,,Aprobado,Servicios De Nube Aws,Mercadolibre Colombia,301.7,2026-05-08,No Registrado,APROBADO,-0.7822554441950524,301.7,2026-05,0,Perfil_1,1,NORMAL
TXN-2026-0248,2026-02-20,suscripción op3n4i 4pi,Beeks Financial Cloud / MQ Hosting,483.89,Efectivo,Aprobado,Suscripción Openai Api,Beeks Financial Cloud / Mq Hosting,483.89,2026-02-20,Efectivo,APROBADO,-0.373809281990895,483.89,2026-02,0,Perfil_1,1,NORMAL
TXN-2026-0238,2026-03-13,s3rvicio d3 int3rn3t fibr4 óptic4,MercadoLibre Colombia,1115.59,Transferencia Bancaria,Error Banco,Servicio De Internet Fibra Óptica,Mercadolibre Colombia,1115.59,2026-03-13,Transferencia Bancaria,ERROR BANCO,1.0423795355312864,1115.59,2026-03,1,Perfil_2,1,NORMAL
TXN-2026-0204,2026-02-19,Suscripción Canva Pro / Marketing,MercadoLibre Colombia,994.98,Tarjeta de Crédito Corporativa,Pagado,Suscripción Canva Pro / Marketing,Mercadolibre Colombia,994.98,2026-02-19,Tarjeta De Crédito Corporativa,APROBADO,0.771987682940895,994.98,2026-02,1,Perfil_2,1,NORMAL
TXN-2026-0230,2026-02-13,Mantenimiento Servidor Local / Ngrok,Meta Platforms Ireland Ltd,1068.9,Tarjeta de Crédito Corporativa,Error Banco,Mantenimiento Servidor Local / Ngrok,Meta Platforms Ireland Ltd,1068.9,2026-02-13,Tarjeta De Crédito Corporativa,ERROR BANCO,0.9377066593398816,1068.9,2026-02,1,Perfil_2,1,NORMAL
TXN-2026-0397,,Licencias MetaTrader 5 / VPS Trading,OpenAI LLC,824.82,Tarjeta de Crédito Corporativa,Aprobado,Licencias Metatrader S / Vps Trading,Openai Llc,824.82,2026-02-13,Tarjeta De Crédito Corporativa,APROBADO,0.3905112080484234,824.82,2026-02,1,Perfil_2,1,NORMAL
TXN-2026-0023,2026-02-12,Publicidad Meta Ads (Instagram/FB),Milesight IoT Co.,1084.39,Tarjeta de Crédito Corporativa,Aprobado,Publicidad Meta Ads (Instagram/Fb),Milesight Iot Co.,1084.39,2026-02-12,Tarjeta De Crédito Corporativa,APROBADO,0.9724332143239224,1084.39,2026-02,1,Perfil_2,1,NORMAL
TXN-2026-0312,2026-08-25,Suscripción Canva Pro / Marketing,PetShop Supply Co.,49.94,Transferencia Bancaria,Pendiente,Suscripción Canva Pro / Marketing,Petshop Supply Co.,49.94,2026-08-25,Transferencia Bancaria,PENDIENTE,-1.3466684514760154,49.94,2026-08,0,Perfil_1,-1,ALERTA
TXN-2026-0047,2026-08-15,Compra Sensores LoRaWAN AgroTech,PetShop Supply Co.,600.84,Tarjeta de Crédito Corporativa,Error Banco,Compra Sensores Lorawan Agrotech,Petshop Supply Co.,600.84,2026-08-15,Tarjeta De Crédito Corporativa,ERROR BANCO,-0.11162267092675195,600.84,2026-08,0,Perfil_1,1,NORMAL
TXN-2026-0306,2026-08-30,HERRAMIENTAS DE HARDWARE IOT (RASPBERRY/ESP32),Transportes del Darién S.A.,140.2,PayPal,pagado,Herramientas De Hardware Iot (Raspberry/Espe2),Transportes Del Darién S.A.,140.2,2026-08-30,Paypal,APROBADO,-1.1443173312139419,140.2,2026-08,0,Perfil_1,1,NORMAL
TXN-2026-0337,2026-01-21,suscripción c4nv4 pro / m4rk3ting,PetShop Supply Co.,691.9,Pse / Débito,pagado,Suscripción Canva Pro / Marketing,Petshop Supply Co.,691.9,2026-01-21,Pse / Débito,APROBADO,0.09252194475089531,691.9,2026-01,1,Perfil_2,1,NORMAL
TXN-2026-0416,2026-06-02,Mantenimiento Servidor Local / Ngrok,Microsoft Ireland Operations,901.73,PayPal,CANCELADO,Mantenimiento Servidor Local / Ngrok,Microsoft Ireland Operations,901.73,2026-06-02,Paypal,CANCELADO,0.5629333735631153,901.73,2026-06,1,Perfil_2,1,NORMAL
TXN-2026-0181,2026-04-18,Suscripción Canva Pro / Marketing,OpenAI LLC,1121.5,Transferencia Bancaria,PAGADO,Suscripción Canva Pro / Marketing,Openai Llc,1121.5,2026-04-18,Transferencia Bancaria,APROBADO,1.0556289829138354,1121.5,2026-04,1,Perfil_2,1,NORMAL
TXN-2026-0114,2026-04-02,Compra Sensores LoRaWAN AgroTech,Transportes del Darién S.A.,,Efectivo,CANCELADO,Compra Sensores Lorawan Agrotech,Transportes Del Darién S.A.,478.02,2026-04-02,Efectivo,CANCELADO,-0.38696905460266523,478.02,2026-04,0,Perfil_1,1,NORMAL
TXN-2026-0058,2026-03-31,  Servicios Nube Azure   ,MercadoLibre Colombia,51.77,Tarjeta de Crédito Corporativa,Pendiente,Servicios Nube Azure,Mercadolibre Colombia,51.77,2026-03-31,Tarjeta De Crédito Corporativa,PENDIENTE,-1.3425658307128914,51.77,2026-03,0,Perfil_1,-1,ALERTA
TXN-2026-0319,2026-05-25,Compra Sensores LoRaWAN AgroTech,Meta Platforms Ireland Ltd,-223.03,Tarjeta de Crédito Corporativa,,Compra Sensores Lorawan Agrotech,Meta Platforms Ireland Ltd,223.03,2026-05-25,Tarjeta De Crédito Corporativa,PENDIENTE,-0.9586232996240063,223.03,2026-05,0,Perfil_1,1,NORMAL
TXN-2026-0193,2026-05-17,Insumos Peluquería Canina HeisGroomer,MercadoLibre Colombia,869.3,PayPal,Pendiente,Insumos Peluquería Canina Heisgroomer,Mercadolibre Colombia,869.3,2026-05-17,Paypal,PENDIENTE,0.4902295531543067,869.3,2026-05,1,Perfil_2,1,NORMAL
TXN-2026-0399,2026-05-11,Herramientas de Hardware IoT (Raspberry/ESP32),PetShop Supply Co.,802.42,Efectivo,Error Banco,Herramientas De Hardware Iot (Raspberry/Espe2),Petshop Supply Co.,802.42,2026-05-11,Efectivo,ERROR BANCO,0.3402933364123667,802.42,2026-05,1,Perfil_2,1,NORMAL
TXN-2026-0025,2026-01-15,Mantenimiento Servidor Local / Ngrok,Amazon Web Services LLC,82.74,Pse / Débito,pagado,Mantenimiento Servidor Local / Ngrok,Amazon Web Services Llc,82.74,2026-01-15,Pse / Débito,APROBADO,-1.2731351394375043,82.74,2026-01,0,Perfil_1,1,NORMAL
TXN-2026-0018,2026-05-22,  Compra Sensores LoRaWAN AgroTech   ,Amazon Web Services LLC,762.86,Tarjeta de Crédito Corporativa,Pagado,Compra Sensores Lorawan Agrotech,Amazon Web Services Llc,762.86,2026-05-22,Tarjeta De Crédito Corporativa,APROBADO,0.25160498811225995,762.86,2026-05,1,Perfil_2,1,NORMAL
TXN-2026-0067,2026-03-03,Transporte Logístico Urabá,PetShop Supply Co.,95463.0,Transferencia Bancaria,Pendiente,Transporte Logístico Urabá,Petshop Supply Co.,95463.0,2026-03-03,Transferencia Bancaria,PENDIENTE,212.55693866831655,1827.475,2026-03,2,Perfil_3,-1,ALERTA
TXN-2026-0156,2026-04-17,Transporte Logístico Urabá,Microsoft Ireland Operations,442.32,Pse / Débito,pagado,Transporte Logístico Urabá,Microsoft Ireland Operations,442.32,2026-04-17,Pse / Débito,APROBADO,-0.4670037875226302,442.32,2026-04,0,Perfil_1,1,NORMAL
TXN-2026-0087,2026-02-09,Honorarios Consultoría Quant,Beeks Financial Cloud / MQ Hosting,339.01,Efectivo,pagado,Honorarios Consultoría Quant,Beeks Financial Cloud / Mq Hosting,339.01,2026-02-09,Efectivo,APROBADO,-0.698611301751246,339.01,2026-02,0,Perfil_1,1,NORMAL
TXN-2026-0032,2026-05-06,SUSCRIPCIÓN CANVA PRO / MARKETING,Amazon Web Services LLC,516.94,Tarjeta de Crédito Corporativa,Pendiente,Suscripción Canva Pro / Marketing,Amazon Web Services Llc,516.94,2026-05-06,Tarjeta De Crédito Corporativa,PENDIENTE,-0.29971550263501695,516.94,2026-05,0,Perfil_1,1,NORMAL
TXN-2026-0085,2026-01-14,Mantenimiento Servidor Local / Ngrok,OpenAI LLC,534.17,,CANCELADO,Mantenimiento Servidor Local / Ngrok,Openai Llc,534.17,2026-01-14,No Registrado,CANCELADO,-0.2610880951221041,534.17,2026-01,0,Perfil_1,1,NORMAL
TXN-2026-0401,2026-06-15,Servicio de Internet Fibra Óptica,ETB / Tigo Telecomunicaciones,247.82,Transferencia Bancaria,Pendiente,Servicio De Internet Fibra Óptica,Etb / Tigo Telecomunicaciones,247.82,2026-06-15,Transferencia Bancaria,PENDIENTE,-0.903047360433924,247.82,2026-06,0,Perfil_1,1,NORMAL
TXN-2026-0186,2026-04-04,Compra Sensores LoRaWAN AgroTech,Transportes del Darién S.A.,-607.59,Transferencia Bancaria,Error Banco,Compra Sensores Lorawan Agrotech,Transportes Del Darién S.A.,607.59,2026-04-04,Transferencia Bancaria,ERROR BANCO,-0.096490053357851,607.59,2026-04,0,Perfil_1,1,NORMAL
TXN-2026-0209,2026-05-16,SERVICIOS NUBE AZURE,Transportes del Darién S.A.,997.1,Transferencia Bancaria,Pendiente,Servicios Nube Azure,Transportes Del Darién S.A.,997.1,2026-05-16,Transferencia Bancaria,PENDIENTE,0.7767404457921647,997.1,2026-05,1,Perfil_2,1,NORMAL
TXN-2026-0407,2026-08-20,Servicio de Internet Fibra Óptica,Milesight IoT Co.,823.82,Tarjeta de Crédito Corporativa,pagado,Servicio De Internet Fibra Óptica,Milesight Iot Co.,823.82,2026-08-20,Tarjeta De Crédito Corporativa,APROBADO,0.3882693387789566,823.82,2026-08,1,Perfil_2,1,NORMAL
TXN-2026-0132,2026-08-31,Suscripción Canva Pro / Marketing,PetShop Supply Co.,119.43,Transferencia Bancaria,PAGADO,Suscripción Canva Pro / Marketing,Petshop Supply Co.,119.43,2026-08-31,Transferencia Bancaria,APROBADO,-1.1908809559407671,119.43,2026-08,0,Perfil_1,1,NORMAL
TXN-2026-0095,2026-01-26,Honorarios Consultoría Quant,Microsoft Ireland Operations,837.39,Tarjeta de Crédito Corporativa,Pagado,Honorarios Consultoría Quant,Microsoft Ireland Operations,837.39,2026-01-26,Tarjeta De Crédito Corporativa,APROBADO,0.418691504765621,837.39,2026-01,1,Perfil_2,1,NORMAL
TXN-2026-0263,2026-01-30,Suscripción Canva Pro / Marketing,Meta Platforms Ireland Ltd,979.28,PayPal,pagado,Suscripción Canva Pro / Marketing,Meta Platforms Ireland Ltd,979.28,2026-01-30,Paypal,APROBADO,0.7367903354102662,979.28,2026-01,1,Perfil_2,1,NORMAL
TXN-2026-0383,2026-07-12,Compra Sensores LoRaWAN AgroTech,Distribuidora Estética Mascotas SAS,74.67,Efectivo,Pendiente,Compra Sensores Lorawan Agrotech,Distribuidora Estética Mascotas Sas,74.67,2026-07-12,Efectivo,PENDIENTE,-1.2912270244421018,74.67,2026-07,0,Perfil_1,1,NORMAL
TXN-2026-0256,2026-01-26,Mantenimiento Servidor Local / Ngrok,PetShop Supply Co.,702.91,Efectivo,PAGADO,Mantenimiento Servidor Local / Ngrok,Petshop Supply Co.,702.91,2026-01-26,Efectivo,APROBADO,0.11720492540772484,702.91,2026-01,1,Perfil_2,1,NORMAL
TXN-2026-0176,2026-06-01,Suscripción OpenAI API,OpenAI LLC,868.95,,,Suscripción Openai Api,Openai Llc,868.95,2026-06-01,No Registrado,PENDIENTE,0.4894448989099935,868.95,2026-06,1,Perfil_2,1,NORMAL
TXN-2026-0375,2026-03-22,Servicios Nube Azure,Microsoft Ireland Operations,$1070.0,Transferencia Bancaria,Pendiente,Servicios Nube Azure,Microsoft Ireland Operations,1070.0,2026-03-22,Transferencia Bancaria,PENDIENTE,0.9401727155362949,1070.0,2026-03,1,Perfil_2,1,NORMAL
TXN-2026-0226,2026-05-22,Licencias MetaTrader 5 / VPS Trading,Agropecuaria y Mascotas Mutatá,783.73,PayPal,PAGADO,Licencias Metatrader S / Vps Trading,Agropecuaria Y Mascotas Mutatá,783.73,2026-05-22,Paypal,APROBADO,0.2983927997660322,783.73,2026-05,1,Perfil_2,1,NORMAL
TXN-2026-0326,2026-08-15,Servicios de Nube AWS,Beeks Financial Cloud / MQ Hosting,836.41,Tarjeta de Crédito Corporativa,Pagado,Servicios De Nube Aws,Beeks Financial Cloud / Mq Hosting,836.41,2026-08-15,Tarjeta De Crédito Corporativa,APROBADO,0.4164944728815435,836.41,2026-08,1,Perfil_2,1,NORMAL
TXN-2026-0387,2026-07-03,HONORARIOS CONSULTORÍA QUANT,Meta Platforms Ireland Ltd,914.79,PayPal,CANCELADO,Honorarios Consultoría Quant,Meta Platforms Ireland Ltd,914.79,2026-07-03,Paypal,CANCELADO,0.5922121862223517,914.79,2026-07,1,Perfil_2,1,NORMAL
TXN-2026-0006,2026-01-26,Publicidad Meta Ads (Instagram/FB),MercadoLibre Colombia,207.75,PayPal,CANCELADO,Publicidad Meta Ads (Instagram/Fb),Mercadolibre Colombia,207.75,2026-01-26,Paypal,CANCELADO,-0.992879062061459,207.75,2026-01,0,Perfil_1,1,NORMAL
TXN-2026-0117,2026-01-21,,Microsoft Ireland Operations,754.82,PayPal,pagado,Gasto No Especificado,Microsoft Ireland Operations,754.82,2026-01-21,Paypal,APROBADO,0.23358035918574696,754.82,2026-01,1,Perfil_2,1,NORMAL
TXN-2026-0046,2026-03-02,,Milesight IoT Co.,69.76,Pse / Débito,Pagado,Gasto No Especificado,Milesight Iot Co.,69.76,2026-03-02,Pse / Débito,APROBADO,-1.3022346025551836,69.76,2026-03,0,Perfil_1,1,NORMAL
TXN-2026-0017,2026-03-21,Transporte Logístico Urabá,MercadoLibre Colombia,1081.04,Transferencia Bancaria,,Transporte Logístico Urabá,Mercadolibre Colombia,1081.04,2026-03-21,Transferencia Bancaria,PENDIENTE,0.9649229522712083,1081.04,2026-03,1,Perfil_2,1,NORMAL
TXN-2026-0440,2026-07-16,Suscripción Canva Pro / Marketing,Microsoft Ireland Operations,1053.97,,CANCELADO,Suscripción Canva Pro / Marketing,Microsoft Ireland Operations,1053.97,2026-07-16,No Registrado,CANCELADO,0.904235551146742,1053.97,2026-07,1,Perfil_2,1,NORMAL
TXN-2026-0341,2026-07-14,Servicios Nube Azure,Microsoft Ireland Operations,134.67,Pse / Débito,PAGADO,Servicios Nube Azure,Microsoft Ireland Operations,134.67,2026-07-14,Pse / Débito,APROBADO,-1.1567148682740933,134.67,2026-07,0,Perfil_1,1,NORMAL
TXN-2026-0004,2026-08-05,Licencias MetaTrader 5 / VPS Trading,Amazon Web Services LLC,650.43,Efectivo,Aprobado,Licencias Metatrader S / Vps Trading,Amazon Web Services Llc,650.43,2026-08-05,Efectivo,APROBADO,-0.0004483738538932084,650.43,2026-08,1,Perfil_2,1,NORMAL
TXN-2026-0061,2026-06-01,TRANSPORTE LOGÍSTICO URABÁ,Milesight IoT Co.,930.39,Pse / Débito,Error Banco,Transporte Logístico Urabá,Milesight Iot Co.,930.39,2026-06-01,Pse / Débito,ERROR BANCO,0.627185346826034,930.39,2026-06,1,Perfil_2,1,NORMAL
TXN-2026-0111,2026-04-12,SERVICIOS NUBE AZURE,Meta Platforms Ireland Ltd,266.35,Tarjeta de Crédito Corporativa,Aprobado,Servicios Nube Azure,Meta Platforms Ireland Ltd,266.35,2026-04-12,Tarjeta De Crédito Corporativa,APROBADO,-0.861505522870704,266.35,2026-04,0,Perfil_1,1,NORMAL
TXN-2026-0389,2026-01-31,Alimento Medicado Mascotas,Milesight IoT Co.,940.98,Tarjeta de Crédito Corporativa,Pagado,Alimento Medicado Mascotas,Milesight Iot Co.,940.98,2026-01-31,Tarjeta De Crédito Corporativa,APROBADO,0.6509267423896875,940.98,2026-01,1,Perfil_2,1,NORMAL
TXN-2026-0313,2026-04-25,Servicios de Nube AWS,Transportes del Darién S.A.,306.25,Efectivo,PAGADO,Servicios De Nube Aws,Transportes Del Darién S.A.,306.25,2026-04-25,Efectivo,APROBADO,-0.7720549390189785,306.25,2026-04,0,Perfil_1,1,NORMAL
TXN-2026-0030,2026-05-20,Servicio de Internet Fibra Óptica,MercadoLibre Colombia,806.42,Tarjeta de Crédito Corporativa,Pendiente,Servicio De Internet Fibra Óptica,Mercadolibre Colombia,806.42,2026-05-20,Tarjeta De Crédito Corporativa,PENDIENTE,0.34926081349023397,806.42,2026-05,1,Perfil_2,1,NORMAL
TXN-2026-0183,2026-03-14,Suscripción Canva Pro / Marketing,MercadoLibre Colombia,$353.61,Tarjeta de Crédito Corporativa,Aprobado,Suscripción Canva Pro / Marketing,Mercadolibre Colombia,353.61,2026-03-14,Tarjeta De Crédito Corporativa,APROBADO,-0.6658800104170306,353.61,2026-03,0,Perfil_1,1,NORMAL
TXN-2026-0393,2026-04-26,Suscripción OpenAI API,Agropecuaria y Mascotas Mutatá,1065.43,Pse / Débito,CANCELADO,Suscripción Openai Api,Agropecuaria Y Mascotas Mutatá,1065.43,2026-04-26,Pse / Débito,CANCELADO,0.9299273729748317,1065.43,2026-04,1,Perfil_2,1,NORMAL
TXN-2026-0027,2026.06.02,Servicios Nube Azure,Agropecuaria y Mascotas Mutatá,684.79,PayPal,CANCELADO,Servicios Nube Azure,Agropecuaria Y Mascotas Mutatá,684.79,2026-06-02,Paypal,CANCELADO,0.07658225424498628,684.79,2026-06,1,Perfil_2,1,NORMAL
TXN-2026-0008,,Suscripción Canva Pro / Marketing,Amazon Web Services LLC,,Pse / Débito,Aprobado,Suscripción Canva Pro / Marketing,Amazon Web Services Llc,586.87,2026-06-02,Pse / Débito,APROBADO,-0.1429415846212033,586.87,2026-06,0,Perfil_1,1,NORMAL
TXN-2026-0433,2026-01-11,Suscripción OpenAI API,Amazon Web Services LLC,1108.1,Efectivo,pagado,Suscripción Openai Api,Amazon Web Services Llc,1108.1,2026-01-11,Efectivo,APROBADO,1.02558793470298,1108.1,2026-01,1,Perfil_2,1,NORMAL
TXN-2026-0109,2026-05-19,Honorarios Consultoría Quant,PetShop Supply Co.,50664.0,Efectivo,,Honorarios Consultoría Quant,Petshop Supply Co.,50664.0,2026-05-19,Efectivo,PENDIENTE,112.1234372654731,1827.475,2026-05,2,Perfil_3,-1,ALERTA
TXN-2026-0443,2026-05-23,Insumos Peluquería Canina HeisGroomer,ETB / Tigo Telecomunicaciones,315.73,PayPal,PAGADO,Insumos Peluquería Canina Heisgroomer,Etb / Tigo Telecomunicaciones,315.73,2026-05-23,Paypal,APROBADO,-0.7508020183444332,315.73,2026-05,0,Perfil_1,1,NORMAL
TXN-2026-0448,2026-07-25,Compra Sensores LoRaWAN AgroTech,Amazon Web Services LLC,620.0,Pse / Débito,Pagado,Compra Sensores Lorawan Agrotech,Amazon Web Services Llc,620.0,2026-07-25,Pse / Débito,APROBADO,-0.06866845572376801,620.0,2026-07,0,Perfil_1,1,NORMAL
TXN-2026-0119,2026-08-16,Insumos Peluquería Canina HeisGroomer,Meta Platforms Ireland Ltd,879.59,PayPal,Aprobado,Insumos Peluquería Canina Heisgroomer,Meta Platforms Ireland Ltd,879.59,2026-08-16,Paypal,APROBADO,0.5132983879371203,879.59,2026-08,1,Perfil_2,1,NORMAL
TXN-2026-0115,2026-04-25,MANTENIMIENTO SERVIDOR LOCAL / NGROK,Transportes del Darién S.A.,612.05,Tarjeta de Crédito Corporativa,Error Banco,Mantenimiento Servidor Local / Ngrok,Transportes Del Darién S.A.,612.05,2026-04-25,Tarjeta De Crédito Corporativa,ERROR BANCO,-0.08649131641602924,612.05,2026-04,0,Perfil_1,1,NORMAL
TXN-2026-0182,2026-04-30,lic3nci4s m3t4tr4d3r 5 / vps tr4ding,Meta Platforms Ireland Ltd,1135.1,Transferencia Bancaria,Aprobado,Licencias Metatrader S / Vps Trading,Meta Platforms Ireland Ltd,1135.1,2026-04-30,Transferencia Bancaria,APROBADO,1.0861184049785837,1135.1,2026-04,1,Perfil_2,1,NORMAL
TXN-2026-0223,2026-08-05,Mantenimiento Servidor Local / Ngrok,PetShop Supply Co.,76.07,Pse / Débito,Error Banco,Mantenimiento Servidor Local / Ngrok,Petshop Supply Co.,76.07,2026-08-05,Pse / Débito,ERROR BANCO,-1.2880884074648482,76.07,2026-08,0,Perfil_1,1,NORMAL
TXN-2026-0254,2026.05.20,Insumos Peluquería Canina HeisGroomer,PetShop Supply Co.,651.23,Tarjeta de Crédito Corporativa,Pendiente,Insumos Peluquería Canina Heisgroomer,Petshop Supply Co.,651.23,2026-05-20,Tarjeta De Crédito Corporativa,PENDIENTE,0.0013451215616803896,651.23,2026-05,1,Perfil_2,1,NORMAL
TXN-2026-0353,2026-01-02,Transporte Logístico Urabá,Distribuidora Estética Mascotas SAS,718.62,Tarjeta de Crédito Corporativa,Aprobado,Transporte Logístico Urabá,Distribuidora Estética Mascotas Sas,718.62,2026-01-02,Tarjeta De Crédito Corporativa,APROBADO,0.15242469163104844,718.62,2026-01,1,Perfil_2,1,NORMAL
TXN-2026-0363,2026-05-28,,Microsoft Ireland Operations,528.95,Efectivo,,Gasto No Especificado,Microsoft Ireland Operations,528.95,2026-05-28,Efectivo,PENDIENTE,-0.27279065270872066,528.95,2026-05,0,Perfil_1,1,NORMAL
TXN-2026-0174,2026-08-22,Suscripción Canva Pro / Marketing,Microsoft Ireland Operations,375.39,Transferencia Bancaria,pagado,Suscripción Canva Pro / Marketing,Microsoft Ireland Operations,375.39,2026-08-22,Transferencia Bancaria,APROBADO,-0.6170520977280436,375.39,2026-08,0,Perfil_1,1,NORMAL
TXN-2026-0449,17/06/2026,Suscripción OpenAI API,Microsoft Ireland Operations,938.91,Efectivo,Pendiente,Suscripción Openai Api,Microsoft Ireland Operations,938.91,2026-06-17,Efectivo,PENDIENTE,0.6462860730018911,938.91,2026-06,1,Perfil_2,1,NORMAL
TXN-2026-0194,2026-03-13,Compra Sensores LoRaWAN AgroTech,Beeks Financial Cloud / MQ Hosting,850.31,Efectivo,Aprobado,Compra Sensores Lorawan Agrotech,Beeks Financial Cloud / Mq Hosting,850.31,2026-03-13,Efectivo,APROBADO,0.4476564557271321,850.31,2026-03,1,Perfil_2,1,NORMAL
TXN-2026-0425,2026-05-09,Alimento Medicado Mascotas,Distribuidora Estética Mascotas SAS,800.27,Pse / Débito,Error Banco,Alimento Medicado Mascotas,Distribuidora Estética Mascotas Sas,800.27,2026-05-09,Pse / Débito,ERROR BANCO,0.3354733174830131,800.27,2026-05,1,Perfil_2,1,NORMAL
TXN-2026-0142,2026-06-19,Insumos Peluquería Canina HeisGroomer,Beeks Financial Cloud / MQ Hosting,842.7,Pse / Débito,Pagado,Insumos Peluquería Canina Heisgroomer,Beeks Financial Cloud / Mq Hosting,842.7,2026-06-19,Pse / Débito,APROBADO,0.4305958305864898,842.7,2026-06,1,Perfil_2,1,NORMAL
TXN-2026-0068,2026-05-29,Mantenimiento Servidor Local / Ngrok,ETB / Tigo Telecomunicaciones,1196.01,PayPal,Aprobado,Mantenimiento Servidor Local / Ngrok,Etb / Tigo Telecomunicaciones,1196.01,2026-05-29,Paypal,APROBADO,1.222670662181807,1196.01,2026-05,1,Perfil_2,-1,ALERTA
TXN-2026-0374,2026-03-07,Publicidad Meta Ads (Instagram/FB),Beeks Financial Cloud / MQ Hosting,74.35,Tarjeta de Crédito Corporativa,Aprobado,Publicidad Meta Ads (Instagram/Fb),Beeks Financial Cloud / Mq Hosting,74.35,2026-03-07,Tarjeta De Crédito Corporativa,APROBADO,-1.291944422608331,74.35,2026-03,0,Perfil_1,1,NORMAL
TXN-2026-0169,2026-04-26,Honorarios Consultoría Quant,Meta Platforms Ireland Ltd,975.46,PayPal,CANCELADO,Honorarios Consultoría Quant,Meta Platforms Ireland Ltd,975.46,2026-04-26,Paypal,CANCELADO,0.728226394800903,975.46,2026-04,1,Perfil_2,1,NORMAL
TXN-2026-0359,2026-07-10,Alimento Medicado Mascotas,Distribuidora Estética Mascotas SAS,708.9,Tarjeta de Crédito Corporativa,Error Banco,Alimento Medicado Mascotas,Distribuidora Estética Mascotas Sas,708.9,2026-07-10,Tarjeta De Crédito Corporativa,ERROR BANCO,0.13063372233183101,708.9,2026-07,1,Perfil_2,1,NORMAL
TXN-2026-0269,2026-03-10,Suscripción Canva Pro / Marketing,Distribuidora Estética Mascotas SAS,911.79,Efectivo,PAGADO,Suscripción Canva Pro / Marketing,Distribuidora Estética Mascotas Sas,911.79,2026-03-10,Efectivo,APROBADO,0.5854865784139514,911.79,2026-03,1,Perfil_2,1,NORMAL
TXN-2026-0110,2026-04-05,Publicidad Meta Ads (Instagram/FB),Milesight IoT Co.,132.74,Pse / Débito,CANCELADO,Publicidad Meta Ads (Instagram/Fb),Milesight Iot Co.,132.74,2026-04-05,Pse / Débito,CANCELADO,-1.1610416759641642,132.74,2026-04,0,Perfil_1,1,NORMAL
TXN-2026-0323,2026-08-26,Insumos Peluquería Canina HeisGroomer,Milesight IoT Co.,980.13,PayPal,,Insumos Peluquería Canina Heisgroomer,Milesight Iot Co.,980.13,2026-08-26,Paypal,PENDIENTE,0.738695924289313,980.13,2026-08,1,Perfil_2,1,NORMAL
TXN-2026-0146,2026-06-02,Suscripción OpenAI API,OpenAI LLC,928.75,Transferencia Bancaria,Pagado,Suscripción Openai Api,Openai Llc,928.75,2026-06-02,Transferencia Bancaria,APROBADO,0.6235086812241085,928.75,2026-06,1,Perfil_2,1,NORMAL
TXN-2026-0321,2026-08-23,Servicios Nube Azure,ETB / Tigo Telecomunicaciones,1153.26,Efectivo,Aprobado,Servicios Nube Azure,Etb / Tigo Telecomunicaciones,1153.26,2026-08-23,Efectivo,APROBADO,1.1268307509121012,1153.26,2026-08,1,Perfil_2,1,NORMAL
TXN-2026-0153,2026-02-05,Publicidad Meta Ads (Instagram/FB),Meta Platforms Ireland Ltd,$1088.44,Transferencia Bancaria,pagado,Publicidad Meta Ads (Instagram/Fb),Meta Platforms Ireland Ltd,1088.44,2026-02-05,Transferencia Bancaria,APROBADO,0.9815127848652628,1088.44,2026-02,1,Perfil_2,1,NORMAL
TXN-2026-0196,2026.03.16,Honorarios Consultoría Quant,Microsoft Ireland Operations,539.22,Efectivo,Error Banco,Honorarios Consultoría Quant,Microsoft Ireland Operations,539.22,2026-03-16,Efectivo,ERROR BANCO,-0.24976665531129658,539.22,2026-03,0,Perfil_1,1,NORMAL
TXN-2026-0332,,SERVICIOS DE NUBE AWS,Agropecuaria y Mascotas Mutatá,991.32,Efectivo,Pagado,Servicios De Nube Aws,Agropecuaria Y Mascotas Mutatá,991.32,2026-03-16,Efectivo,APROBADO,0.7637824414146466,991.32,2026-03,1,Perfil_2,1,NORMAL
TXN-2026-0084,2026-07-31,Transporte Logístico Urabá,ETB / Tigo Telecomunicaciones,79.23,Pse / Débito,CANCELADO,Transporte Logístico Urabá,Etb / Tigo Telecomunicaciones,79.23,2026-07-31,Pse / Débito,CANCELADO,-1.2810041005733328,79.23,2026-07,0,Perfil_1,1,NORMAL
